iter	Passed	Remaining
3219	56029	4872
3220	56044	4854
3221	56060	4836
3222	56075	4819
3223	56091	4801
3224	56106	4784
3225	56122	4766
3226	56137	4749
3227	56152	4731
3228	56169	4714
3229	56185	4696
3230	56201	4679
3231	56216	4661
3232	56232	4643
3233	56248	4626
3234	56264	4609
3235	56280	4591
3236	56297	4574
3237	56314	4556
3238	56330	4539
3239	56346	4521
3240	56362	4504
3241	56378	4486
3242	56394	4469
3243	56410	4451
3244	56427	4434
3245	56442	4416
3246	56458	4399
3247	56474	4381
3248	56492	4364
3249	56507	4346
3250	56523	4329
3251	56539	4311
3252	56554	4294
3253	56570	4276
3254	56585	4259
3255	56602	4241
3256	56619	4224
3257	56636	4206
3258	56651	4189
3259	56668	4171
3260	56685	4154
3261	56700	4136
3262	56717	4119
3263	56733	4102
3264	56749	4084
3265	56765	4067
3266	56780	4049
3267	56796	4032
3268	56812	4014
3269	56827	3997
3270	56843	3979
3271	56858	3962
3272	56873	3944
3273	56889	3926
3274	56904	3909
3275	56921	3892
3276	56937	3874
3277	56952	3857
3278	56968	3839
3279	56983	3822
3280	56999	3804
3281	57014	3787
3282	57030	3769
3283	57045	3752
3284	57061	3734
3285	57077	3717
3286	57093	3699
3287	57108	3682
3288	57123	3664
3289	57139	3647
3290	57154	3629
3291	57171	3612
3292	57186	3594
3293	57202	3577
3294	57217	3559
3295	57234	3542
3296	57250	3524
3297	57266	3507
3298	57283	3490
3299	57298	3472
3300	57314	3455
3301	57330	3437
3302	57346	3420
3303	57361	3402
3304	57378	3385
3305	57393	3367
3306	57410	3350
3307	57425	3333
3308	57441	3315
3309	57456	3298
3310	57473	3280
3311	57490	3263
3312	57506	3245
3313	57522	3228
3314	57537	3210
3315	57553	3193
3316	57568	3176
3317	57583	3158
3318	57599	3141
3319	57614	3123
3320	57629	3106
3321	57645	3088
3322	57660	3071
3323	57677	3053
3324	57692	3036
3325	57708	3019
3326	57724	3001
3327	57744	2984
3328	57760	2966
3329	57776	2949
3330	57793	2932
3331	57809	2914
3332	57824	2897
3333	57839	2879
3334	57856	2862
3335	57871	2845
3336	57887	2827
3337	57902	2810
3338	57919	2792
3339	57935	2775
3340	57952	2757
3341	57969	2740
3342	57987	2723
3343	58004	2705
3344	58020	2688
3345	58036	2671
3346	58053	2653
3347	58069	2636
3348	58086	2619
3349	58103	2601
3350	58119	2584
3351	58134	2566
3352	58149	2549
3353	58165	2531
3354	58181	2514
3355	58196	2497
3356	58213	2479
3357	58230	2462
3358	58247	2445
3359	58263	2427
3360	58280	2410
3361	58297	2392
3362	58315	2375
3363	58331	2358
3364	58348	2340
3365	58365	2323
3366	58381	2306
3367	58398	2288
3368	58415	2271
3369	58432	2254
3370	58449	2236
3371	58467	2219
3372	58485	2202
3373	58502	2184
3374	58518	2167
3375	58535	2150
3376	58552	2132
3377	58569	2115
3378	58585	2097
3379	58601	2080
3380	58616	2063
3381	58632	2045
3382	58647	2028
3383	58663	2010
3384	58678	1993
3385	58695	1976
3386	58712	1958
3387	58728	1941
3388	58745	1924
3389	58762	1906
3390	58779	1889
3391	58796	1872
3392	58813	1854
3393	58829	1837
3394	58846	1819
3395	58862	1802
3396	58879	1785
3397	58895	1767
3398	58913	1750
3399	58929	1733
3400	58946	1715
3401	58963	1698
3402	58980	1681
3403	58996	1663
3404	59014	1646
3405	59030	1629
3406	59046	1611
3407	59062	1594
3408	59078	1577
3409	59094	1559
3410	59109	1542
3411	59125	1524
3412	59141	1507
3413	59157	1490
3414	59173	1472
3415	59189	1455
3416	59205	1438
3417	59221	1420
3418	59237	1403
3419	59253	1386
3420	59270	1368
3421	59286	1351
3422	59302	1334
3423	59317	1316
3424	59333	1299
3425	59350	1281
3426	59365	1264
3427	59381	1247
3428	59397	1229
3429	59414	1212
3430	59430	1195
3431	59446	1177
3432	59463	1160
3433	59481	1143
3434	59498	1125
3435	59514	1108
3436	59531	1091
3437	59546	1073
3438	59562	1056
3439	59578	1039
3440	59597	1021
3441	59617	1004
3442	59636	987
3443	59655	970
3444	59672	952
3445	59689	935
3446	59706	918
3447	59723	900
3448	59739	883
3449	59755	866
3450	59772	848
3451	59789	831
3452	59806	814
3453	59822	796
3454	59838	779
3455	59855	762
3456	59872	744
3457	59888	727
3458	59905	710
3459	59921	692
3460	59938	675
3461	59954	658
3462	59971	640
3463	59988	623
3464	60005	606
3465	60022	588
3466	60038	571
3467	60055	554
3468	60071	536
3469	60087	519
3470	60104	502
3471	60120	484
3472	60136	467
3473	60153	450
3474	60169	432
3475	60187	415
3476	60203	398
3477	60220	380
3478	60237	363
3479	60254	346
3480	60271	328
3481	60288	311
3482	60305	294
3483	60323	277
3484	60339	259
3485	60356	242
3486	60372	225
3487	60388	207
3488	60404	190
3489	60421	173
3490	60437	155
3491	60456	138
3492	60474	121
3493	60491	103
3494	60507	86
3495	60524	69
3496	60540	51
3497	60556	34
3498	60572	17
3499	60588	0
